id,commonNames,scientificNameWithoutAuthor,scientificNameAuthorship,gbifId,powoId,iucnCategory
1396474,"Clasp twisted stalk, Cucumber-root, Tubercle twistedstalk, Clasping Twistedstalk, Clasping-leaf Twisted-stalk, Claspleaf Twistedstalk, Twisted Stalk, Clasping-leaved Twisted-stalk, White Twisted-stalk, Clasping Twisted-stalk, Liverberry, White Mandarin, Claspleaf twisted-stalk, Watermelon berry",Streptopus amplexifolius,(L.) DC.,2752734,1160363-2,
1381469,"Marmalade-bush, Orange-browallia, Firebush, Marmelade bush, Yellow heliotrope",Streptosolen jamesonii,(Benth.) Miers,5341821,821609-1,
1729226,"Red witchweed, Witchweed",Striga angustifolia,(D.Don) C.J.Saldanha,3729573,809993-1,
1720127,"Red ivy, Metallic plant, Red flame ivy, Purple waffle plant",Strobilanthes alternata,(Burm.f.) Moylan ex J.R.I.Wood,8297383,77147688-1,
1729035,"Persian shield, Royal Purple Plant., Burmuda coneflower",Strobilanthes auriculata,Nees,7263204,55560-1,
1781518,,Strobilanthes capitata,(Nees) T.Anderson,7456432,55593-1,
1430616,Assam indigo,Strobilanthes cusia,(Nees) Kuntze,8068041,55627-1,
1447318,,Strobilanthes cystolithigera,Lindau,3781355,55632-1,
1447328,,Strobilanthes extensa,(Nees) Nees,3780987,55676-1,
1420168,Chinese rain bell,Strobilanthes hamiltoniana,(Steud.) Bosser & Heine,3780592,945722-1,
1729030,,Strobilanthes lachenensis,C.B.Clarke,3780131,55763-1,
1774760,,Strobilanthes pentastemonoides,(Nees) T.Anderson,8750274,55870-1,
1719989,"Acanthaceae, Redflame",Strobilanthes reptans,(G.Forst.) Moylan ex Y.F.Deng & J.R.I.Wood,8261915,77112369-1,
1447432,,Strobilanthes tomentosa,(Nees) J.R.I.Wood,3777845,77098454-1,
1729031,,Strobilanthes violifolia,T.Anderson,3777642,56003-1,
1430617,,Strombosia ceylanica,Gardner,3685749,608465-1,LC
1430618,,Strombosia javanica,Blume,7464970,608472-1,LC
1409080,,Strongylodon lucidus,(G.Forst.) Seem.,2981503,519594-1,
1430620,,Strophanthus caudatus,(L.) Kurz,3620496,81867-1,
1420505,"Goat-horns, Green Corkscrew Flower, Divaricate strophanthus",Strophanthus divaricatus,(Lour.) Hook. & Arn.,7567945,81877-1,
1380654,"Ants-bush, Yerba-de-Faja, Yerba de faja",Struchium sparganophorum,(L.) Kuntze,3144503,1059151-2,
1719751,,Strychnos minor,Dennst.,7289325,547339-1,
1424258,"Strychninetree, Nux-vomica, Nux-vomica-tree, Nux-vomica poison nut, Strychnos, Nux-vomica tree, Poison Nut, Snake wood, ముషిడి / ముష్టి",Strychnos nux-vomica,L.,5414399,547371-1,LC
1432342,"Chillam, Clearing Nut Tree, Induga, Mudanhapfunye, Nirmali, Tattan Kottei, Clearing-nut-tree",Strychnos potatorum,L.f.,7725922,547420-1,
1775718,,Strychnos wallichiana,Steud. ex A.DC.,5645841,547566-1,LC
1381315,"Comb pondweed, Fennel-leaved pondweed, Sago False Pondweed, Sago pondweed, Broadleaf Pondweed, Fennel Pondweed, Fennel-leaf Pondweed",Stuckenia pectinata,(L.) Börner,7871428,77099639-1,LC
1368475,"Yellow-flowered wild lucerne, Wild lucerne, Shrubby pencilflower, Tropical alfalfa, Shrubby Pencil-flower",Stylosanthes fruticosa,(Retz.) Alston,2975709,519669-1,
1368477,"Stylo, Brazilian lucerne, Common stylo, Cook stylo, Fine stem stylo, Tropical lucerne, Pencil flower, Finestem stylo, Oxley Stylo",Stylosanthes guianensis,(Aubl.) Sw.,2975693,1020451-2,
1410080,"Cheesytoes, Caribbean stylo, Wild Clover",Stylosanthes hamata,(L.) Taub.,2975756,247544-2,
1368478,"Townsville stylo, Townsville-lucerne, Wild lucerne, Annual stylo, Alfafinha do nordeste, Alfalfa estilosante",Stylosanthes humilis,Kunth,2975730,519681-1,
1369068,"Japanese pagoda-tree, Pagoda-tree, Chinese scholartree, Chinese Scholar Tree, Сhinese scholar tree, Scholar-tree, Japanese Pagodatree",Styphnolobium japonicum,(L.) Schott,2963569,1119529-2,DD
1420755,"Sumatra benzointree, Styraxtree, Benzoin, Benzointree, Gum benjamin-tree, Onycha, Styrax, Spice bush, Sumatra benzoin, Sumatra snowbell",Styrax benzoin,Dryand.,5371679,826732-1,LC
1420758,"Japanese snowbell, Japanese storax, Styrax trees, Snowbell tree, エゴノキ",Styrax japonicus,Siebold & Zucc.,5371678,826818-1,LC
1692712,,Styrax serrulatus,Roxb.,5541420,327031-2,LC
1363165,"Annual seablite, Herbaceous Seablite, Sea Blite, White Sea-blite, Herbaceous Seepweed, Annual Sea-blite, Common Seablite, Salt goosefoot, Atlantic sea-blite, Rich's seepweed, Herbaceous sea-blite",Suaeda maritima,(L.) Dumort.,3083541,1071140-2,
1430631,,Suregada glomerulata,(Blume) Baill.,3054917,356667-1,LC
1430632,False lime,Suregada multiflora,(A.Juss.) Baill.,3054898,356676-1,LC
1379360,"Bay-cedar, Guitar, Tassel plant, Bois Matelot",Suriana maritima,L.,2986073,814158-1,LC
1729246,,Swertia angustifolia,Buch.-Ham. ex D.Don,5596405,370793-1,
1721454,,Swertia bimaculata,(Siebold & Zucc.) Hook.f. & Thomson ex C.B.Clarke,5596357,370810-1,
1729249,,Swertia cordata,(G.Don) Wall. ex C.B.Clarke,7659827,370850-1,
1729240,,Swertia nervosa,(G.Don) Wall. ex C.B.Clarke,7474198,370998-1,
1549985,,Swertia paniculata,Wall.,5595701,371012-1,
1366098,"Honduran mahogany, Mahogany, Honduras Mahogany, Big Leaf Mahogany, Bigleaf Mahogany, Brazilian Mahogany, Large-leaved Mahogany, Broad-leaved mahogany, Acajou, Aguano, Bi",Swietenia macrophylla,King,3190484,246905-2,EN
1366100,"Cuban mahogany, West Indian mahogany, Spanish mahogany, Mahogany, West-indies-mahogany, American Mahogany, Mahogany Tree, Small-leaved Mahogany, West Indies mahogany, Dwarf Stonewort, Mogno, Mahoni",Swietenia mahagoni,(L.) Jacq.,3190485,1080203-2,NT
1430636,,Swintonia floribunda,Griff.,7321639,71524-1,LC
1719404,,Swintonia schwenckii,(Teijsm. & Binn.) Teijsm. & Binn.,3660403,71538-1,LC
1370072,"Common Comfrey, Comfrey, Tătăneasă, Healingherb, Slippery-root, Boneset, Consound, Knitbone, Bruisewort, Saracen's Root, Cultivated comfrey, Quaker comfrey, True comfrey, Ārstniecības tauksakne, Blackwort, Knitback, Gavez, Russian Comfrey, Tătăneasă (RO), Żywokost (PL)",Symphytum officinale,L.,7558421,120815-1,
1719696,,Symplocos adenophylla,Wall. ex G.Don,7730615,827450-1,LC
1430651,,Symplocos barringtoniifolia,Brand,3644047,827016-1,LC
1719681,,Symplocos cerasifolia,Wall. ex DC.,8742356,827041-1,LC
1719683,"Buff hazelwood, Large-flower hazelwood, White hazelwood",Symplocos cochinchinensis,(Lour.) S.Moore,7318817,827526-1,LC
1775574,,Symplocos dryophila,C.B.Clarke,3643239,827084-1,LC
1719684,,Symplocos glomerata,King ex C.B.Clarke,8134327,982163-1,LC
1438836,"Asiatic sweetleaf, Sapphire-berry, Asiatic sweet-leaf",Symplocos paniculata,(Thunb.) Miq.,7157705,827233-1,LC
1692880,Lodhtree,Symplocos racemosa,Roxb.,7902154,827266-1,LC
1729194,,Symplocos ramosissima,Wall. ex G.Don,7660597,827783-1,LC
1718183,,Symplocos serrulata,Bonpl.,3643762,827299-1,LC
1719677,,Symplocos sumuntia,Buch.-Ham. ex D.Don,7318913,827322-1,LC
1729192,,Symplocos theifolia,D.Don,7538961,827332-1,
1375059,"Cinderella-weed, Synedrella, Nodeweed, Porterbush, Sessile-flowered synedrella, పచ్చ పుడక, Sun flower",Synedrella nodiflora,(L.) Gaertn.,5404991,252024-1,
1718451,,Synostemon bacciformis,(L.) G.L.Webster,3081822,356726-1,
1729663,,Synotis alata,(Wall. ex DC.) C.Jeffrey & Y.L.Chen,5402648,914672-1,
1363361,"Noodle seagrass, Round-leaf sea grass, Species code: si",Syringodium isoetifolium,(Asch.) Dandy,2864078,699866-1,LC
1606747,,Syzygium acuminatissimum,(Blume) DC.,3182540,601372-1,LC
1419583,Shore eugenia,Syzygium antisepticum,(Blume) Merr. & L.M.Perry,3183617,601410-1,LC
1419584,"Watery rose apple, Bellfruit, Water Apple, Mountain apple, Watery roseapple, Java Apple, Water Cherry, Water Rose Apple, Wax jambo",Syzygium aqueum,(Burm.f.) Alston,3183335,601415-1,LC
1408741,"Clove, Cloves, Clovetree, Zanzibar redhead, లవంగం",Syzygium aromaticum,(L.) Merr. & L.M.Perry,3183002,601421-1,
1606843,Bullate eugenia,Syzygium borneense,(Miq.) Miq.,3184063,601462-1,
1606874,Boxleaf eugenia,Syzygium buxifolium,Hook. & Arn.,3182771,601489-1,LC
1773265,,Syzygium coarctatum,"(Blume) Byng, N.Snow & Peter G.Wilson",9235235,77148007-1,
1382778,"जामुन, Jaman, Jamun, Java plum, Jambolan, Rose-apple, Malabar-plum, Portuguese-plum, Jambolan-Plum, Dhuwâ', Juwet, Black plum, Black plum tree, Indian blackberry, Java plumtree, Jambolian, Jambul, Kavika ni India, అల్లనేరేడు, কালোজাম, जांभूळ (Marathi language), Duhat, ನೇರಳೆ - Nerale (KN), नेपाली  नाम =जम्मु, Jamblon, Nqozi, Belizean Blackberry, Rotra, Jambulang, Jamblang, Koelidruif, Lumboy",Syzygium cumini,(L.) Skeels,3183840,601603-1,LC
1430695,,Syzygium duthieanum,(King) Masam.,3184647,601649-1,
1430699,,Syzygium fastigiatum,(Blume) Merr. & L.M.Perry,3183657,601675-1,LC
1718458,,Syzygium glaucum,(King) Chantar. & J.Parn.,3184211,973163-1,
1430710,Sea apple,Syzygium grande,(Wight) Walp.,3183729,60440438-2,LC
1382774,"Jambos, Rose Apple, Malabar-plum, Plum rose, Malay apple, Wax jambu, Pomarrosa, Apel en wai, Kavika ni India, বগী জামুক, పన్నీరు చంపకం, Eugenia, Gliricidia, Cheeko",Syzygium jambos,(L.) Alston,3183534,601802-1,LC
1718463,,Syzygium maingayi,Chantar. & J.Parn.,3184717,973178-1,
1405945,"Malay apple, Pomerac, Pomarosa, Malaysian Apple, Otaheite-apple, Mountain-apple, Pink satin-ash, Rose-apple, Long-fruited rose apple, Kelat oil, Ohia, Fat Pork, Plum Rose, Malacca Pear",Syzygium malaccense,(L.) Merr. & L.M.Perry,3184509,601907-1,LC
1430730,,Syzygium muelleri,(Miq.) Miq.,3182357,601961-1,LC
1607287,"Kelat oil, Red lip",Syzygium myrtifolium,Walp.,3183420,60445221-2,
1607339,Thick-leaved jambu,Syzygium pachyphyllum,(Kurz) Merr. & L.M.Perry,3182134,602036-1,LC
1430740,Marsh kelat,Syzygium papillosum,(Duthie) Merr. & L.M.Perry,3184230,602054-1,LC
1430746,"Indonesian bayleaf, Indian bayleaf, Indonesian bay leaf, Salam",Syzygium polyanthum,(Wight) Walp.,3182288,602097-1,
1430752,,Syzygium pyrifolium,(Blume) DC.,3183467,602132-1,
1718466,,Syzygium ridleyi,(King) Chantar. & J.Parn.,3182095,973187-1,
1400835,"Semarang rose-apple, Java Apple, Wax jambu, Wax apple, Jambu air, Jamrul, Jambu, Jambu air semarang, Macopa, Pomarrosa, French Cashew",Syzygium samarangense,(Blume) Merr. & L.M.Perry,3183180,602209-1,LC
1607538,,Syzygium skiophilum,(Duthie) Airy Shaw,3184527,602242-1,LC
1430770,Myrtle,Syzygium syzygioides,(Miq.) Merr. & L.M.Perry,3182423,602299-1,
1607611,,Syzygium tetragonum,(Wight) Wall. ex Walp.,3184266,602319-1,LC
1430783,"Spicate eugenia, Bhedas, Gudda pannerallu",Syzygium zeylanicum,(L.) DC.,3182824,602424-1,
1430786,Pinwheel flower,Tabernaemontana corymbosa,Roxb. ex Wall.,8172343,60466167-2,LC
1430787,,Tabernaemontana dichotoma,Roxb. ex Wall.,7422148,60466169-2,LC
1409020,"Crape-jasmine, Butterfly-gardenia, Tagar, నందివర్ధనం, কাঠ মালতি, Pinwheel-flower, Adam's-apple, Ceylon-jessamine, East Indian rose bay, Broadleaf rose bay, Crape-gardenia, Crepe-jessamine, Flowers-of-love, East Indian rosebay, Broadleaved rosebay, Creeping jasmine, Coffee rose, Devil flower, चमेली, জংলি টগর, Chandni, Milk Flower, Moon Beam, நந்தியாவட்டை, Fleur D'Amour, Samoan Gardenia",Tabernaemontana divaricata,(L.) R.Br. ex Roem. & Schult.,3169625,82097-1,LC
1430788,,Tabernaemontana macrocarpa,Jack,3616206,82203-1,LC
1409284,"Windmillbush, Banana-bush, Dogbane",Tabernaemontana pandacaqui,Poir.,3615270,82269-1,LC
1426748,"Black bat flower, Batflower, Devil-flower, Cat's whiskers, Black lily, Dracula flower",Tacca chantrieri,André,2755905,827891-1,
1430794,"Batplant, Batflower, Cat's whiskers, White batflower, White bat lily, White Bat Plant, Si xu ju ruo shu",Tacca integrifolia,Ker Gawl.,2755852,827904-1,
1387291,"East Indian arrowroot, Tahiti arrowroot, Fiji arrowroot, Polynesian arrowroot, Batflower, Arrowroot, Oto'o, Masoa, Taka, Tacca, Indian arrowroot, Lion's whiskers, Tahiti Arrow-root, Tia",Tacca leontopetaloides,(L.) Kuntze,2755866,827910-1,LC
1430795,Tacca,Tacca palmata,Blume,2755891,827919-1,
1536158,,Tacca plantaginea,(Hance) Drenth,2755849,827927-1,
1759733,,Tadehagi ademae,H.Ohashi & K.Ohashi,10875404,77178889-1,
1763016,,Tadehagi alatum,(DC.) H.Ohashi,3969346,60428503-2,
1587040,,Tadehagi triquetrum,(L.) H.Ohashi,2950828,520160-1,
1374048,"Marigold, African marigold, गेंदा फूल (Genda phool), French marigold, گل جعفری, Aztec marigold, Saffron marigold, Big marigold, American marigold, African Or French Marigold, Mexican Marigold, Tall Marigold, బంతి, गेंदा, ముద్ద బంతి, گیندا, झेंडू (Jhendu), Genda ful, Crackerjack African Marigold, Samtenes (LVL), Colombia Caléndula",Tagetes erecta,L.,3088488,252092-1,
1364158,"Wild marigold, Marigold, Mexican marigold, Aztec marigold, Muster John Henry, Dwarf marigold, Stinking-Roger, Southern marigold, Khakibush, Southern Cone Marigold, Khaki weed, Muster-John-Henry, Minute marigold, Little marigold, Stinkweed, Tall khakiweed, Miniature marigold, Peruvian Black Mint (Huacatay), అడవి బంతి, ଗେଣ୍ଡଫୁଲ, Huacatay, African daisies, African marigold",Tagetes minuta,L.,3088481,252132-1,
1389492,"Slender-leaf marigold, Signet marigold, Striped Mexican marigold, ꯇꯖꯦꯇꯦꯁ ꯇꯦꯅꯨꯢꯐꯣꯂꯤꯌꯥ, Petite marigold, Marigold, Golden Marigold",Tagetes tenuifolia,Cav.,7497356,252177-1,
1634743,,Tainia speciosa,Blume,2781313,659810-1,
1388925,"Chinese coffintree, Coffintree, Taiwan Cedar, Taiwania, Formosa fir",Taiwania cryptomerioides,Hayata,5284272,263753-1,VU
1404984,"Waterleaf, Surinam-purslane, Philippine-spinach, Ceylon-spinach, Sweetheart, Verdolaga-Francesa, Coral flower, Pink purslane",Talinum fruticosum,(L.) Juss.,3084670,1182764-2,
1361940,"Fameflower, Jewels of Opar, Jewels-of-Opar, Pink baby's-breath, Pink baby-breath, Panicled Flameflower, Trans Pecos Flameflower, Big talinum, Water leaf, Flameflower, Golden Moa",Talinum paniculatum,(Jacq.) Gaertn.,3084672,1007146-2,
1383047,"Dimiliankwasia, Nyengele, Flameflower",Talinum portulacifolium,(Forssk.) Asch. ex Schweinf.,4022012,699562-1,LC
1363668,"Tamarind, Tamarind Tree, Kilytree, Indian tamarind, Musiika, Musika, Accem, A̱ka̱laya, Clagi, Mè, Ci᷅ŋdà, इमिली, Tormon, Indian date, Sampalok, చింత, Asam Jawa, ખાટી આમલી, تمر هندی, चिंच, ତେନ୍ତୁଳି ଗଛ, Asam, Kawawasha (Zambia), Malayalam",Tamarindus indica,L.,2975768,520167-1,LC
1396504,"Chinese tamarisk, Five-Stamen Tamarisk, China tamarisk, Chinese saltcedar, Fivestamen tamarisk, Saltcedar, Tamarisk, Tamarix",Tamarix chinensis,Lour.,2874696,828082-1,LC
1364090,"Tamarisk, French tamarisk, Saltcedar, Tamarix, Manna plant, French tree, گز انگبین،, વિદ્યા",Tamarix gallica,L.,8380575,828110-1,LC
1364085,"Tamarisk, Salt-cedar, Pink tamarisk, Tamarix, Odessa tamarisk, Five-stamen tamarisk, אשל ראמוסיסימה, گز پرشاخه",Tamarix ramosissima,Ledeb.,2874700,828206-1,LC
1681059,,Tamilnadia uliginosa,(Retz.) Tirveng. & Sastre,2891981,767328-1,LC
1742060,"Dalmatian Pyrethrum, Dalmatian insect-flower, Pyrethrum, Pyrethrum-flower, Dalmatia Pyrethrum, Pyrethrum daisy",Tanacetum cinerariifolium,(Trevis.) Sch.Bip.,3118284,252275-1,LC
1693013,False pistachio,Tapiscia sinensis,Oliv.,7326543,785349-1,VU
1681072,,Tarenna asiatica,(L.) Kuntze ex K.Schum.,2896287,60434903-2,LC
1681099,,Tarenna costata,(Miq.) Merr.,2896161,767444-1,LC
1720306,Kheua sa lot,Tarlmounia elliptica,"(DC.) H.Rob., S.C.Keeley, Skvarla & R.Chan",4219232,77094700-1,
1775059,,Taxotrophis ilicifolia,(Kurz) S.Vidal,3767205,856697-1,LC
1728703,Maire's Yew,Taxus mairei,(Lemée & H.Lév.) S.Y.Hu,7641361,828365-1,VU
1701977,"Himalayan yew, East Himalayan Yew",Taxus wallichiana,Zucc.,5284540,263869-1,EN
1400150,"Yellow-bells, Yellow trumpet flower, Esperanza, Trumpet-flower, Trumpetbush, Yellow trumpetbush, Yellow-elder, Yellow Blossom, Ginger-Thomas, Golden Seal, Yellow tecoma, Yellow trumpet bush, Yellow cedar, Trovadora, Yellow Trumpet Flowers, పచ్చగొట్ల, تيكومة صفراء, پیچ اناری زرد گرمسیری، تکوما، شیپور طلایی, تيكومة واقفة, דק-פרי זקוף, טקומית זקופה, Flor-de-São-José, ঘন্টা ফুল, நாக செண்பகம், Huỳnh liên",Tecoma stans,(L.) Juss. ex Kunth,3172492,111284-1,LC
1426778,,Tectaria decurrens,(C.Presl) Copel.,5654301,17360130-1,
1710666,,Tectaria impressa,(Fée) Holttum,7724229,17544580-1,
1710746,,Tectaria siifolia,(Willd.) Copel.,7778856,17361440-1,
1720589,,Tectaria zeilanica,(Houtt.) Sledge,8168998,17455910-1,
1749228,,Tecticornia indica,(Willd.) K.A.Sheph. & Paul G.Wilson,7340130,77086682-1,
1406419,"Teak, सागौन, Bankok teak, Indian-oak, Common teak, সেগুন, టేకు, Sagwan, தேக்கு",Tectona grandis,L.f.,2925649,864923-1,EN
1430806,,Teijsmanniodendron coriaceum,(C.B.Clarke) Kosterm.,3899638,864930-1,LC
1720088,,Telmatoblechnum indicum,"(Burm.f.) Perrie, D.J.Ohlsen & Brownsey",7367052,77142411-1,
1779922,"Chinese-violet, Fragrant telosma, Pakalana vine, Tonkinese creeper, Tonkin jasmine",Telosma cordata,(Burm.f.) Merr.,3570803,102157-1,
1728828,,Telosma pallida,(Roxb.) Craib,3582593,102161-1,
1368134,"White tephrosia, White hoary-pea, White hoarypea, Indigo Blanc",Tephrosia candida,DC.,5342186,520444-1,
1368052,South African hoarypea,Tephrosia noctiflora,Bojer ex Baker,5342209,520773-1,
1408760,Indigo sauvage,Tephrosia pumila,(Lam.) Pers.,5342490,520848-1,LC
1359476,"Purple tephrosia, Wild indigo, Fishpoison, వెంపలి",Tephrosia purpurea,(L.) Pers.,5342239,520851-1,
1363781,,Tephrosia subtriflora,Hochst. ex Baker,5342281,520946-1,
1356329,"Hoary tephrosia, Shaggy wild indigo",Tephrosia villosa,(L.) Pers.,5342176,1148851-2,LC
1407240,"Vogel tephrosia, Vogel's Tephrosia, Fish-poison-bean, Fish-bean",Tephrosia vogelii,Hook.f.,5342354,521002-1,LC
1409205,"Blue Wiss, Rabbit vine, Sweet pincar, Horse vine",Teramnus labialis,(L.f.) Spreng.,8777864,521035-1,
1376699,"Beleric myrobalan, Belleric, Belleric myrobalan, Beach-almond, Myrobalan, Bastard Myrobalan, Bedda Nut Tree, Belleric Myrabolan, Bahera, Beleric, Behda, Belliric myrobalan, Bohera",Terminalia bellirica,(Gaertn.) Roxb.,3189390,170982-1,LC
1376792,"Tropical almond, Indian-almond, Beach Almond, बादाम, Talisay (tagalog), Badam, Almond Tree, బాదం, Country-almond, Malabar-almond, Sea-almond, India Almond, False kamani, Alman Tree, Almond, West Indian almond, Myrobolan, Olive-bark tree, Barbados almond, Bengal almond, Pacific almond, Bastard Almond, Kamani, Myrobalan, Troipical almond, Singapore almond, बदाम, لوز, Keutapang, Terminalia chebula, Manggo, Cây bàng, Castanets, Beach almond tree, Bad pic makes bad guess, Galvanized Roof, Nkantyu or nkantsu",Terminalia catappa,L.,3189394,171034-1,LC
1376889,"Chebulic myrobalan, Black myrobalan, Myrobalan, Black myrobolan, Chebulic Myrobalam, Chebulic Myrombalam, Gallnut, Inknut, Harra",Terminalia chebula,Retz.,3189388,171037-1,LC
1719257,"Citrine myrobalan, Black chuglam, Yellow myrobalan",Terminalia citrina,(Gaertn.) Roxb.,7623377,171050-1,LC
1783699,Indian-laurel,Terminalia elliptica,Willd.,7810338,171100-1,LC
1729073,"Naked-anther ternstroemia, Japanese cleyera, Japanese ternstroemia",Ternstroemia gymnanthera,(Wight & Arn.) Bedd.,8074662,830525-1,LC
1694266,"Qing Pi Tree, Mountain Ash, Spur leaf",Tetracentron sinense,Oliv.,5529117,555255-1,DD
1414854,,Tetracera billardierei,Martelli,5680741,317363-1,LC
1430864,"Fireweed, Sandpaper Vine",Tetracera indica,(Christm. & Panz.) Merr.,5681347,317418-1,
1430867,Sandpaper tetracera,Tetracera sarmentosa,(L.) Vahl,5680962,317484-1,
1430868,Sandpaper tetracera,Tetracera scandens,(L.) Merr.,7370317,317488-1,
1420545,"Bee bee tree, Korean euodia, Hube evodia, Bee Tree",Tetradium daniellii,(Benn.) T.G.Hartley,5594382,909756-1,LC
1362576,"New Zealand-spinach, Warrigal-cabbage, Wild spinach, Common Tetragonia, Warrigal Greens",Tetragonia tetragonoides,(Pall.) Kuntze,5554574,364795-1,
1719260,"Thitpok, Sawbya, Sompong, Baing",Tetrameles nudiflora,R.Br.,4205817,316103-1,LC
1784100,,Tetrapilus dioicus,(Roxb.) L.A.S.Johnson,3683091,611197-1,
1728609,,Tetrapogon roxburghiana,(Schult.) P.M.Peterson,9553561,60469011-2,
1698153,,Tetrastigma bracteolatum,(Wall.) Planch.,5658582,68466-1,
1430875,,Tetrastigma leucostaphylum,(Dennst.) Alston,8249935,870591-1,
1698188,,Tetrastigma obovatum,Gagnep.,5658298,870606-1,
1728983,,Tetrastigma obtectum,(Wall. ex M.A.Lawson) Planch. ex Franch.,7293693,68482-1,
1719274,,Tetrastigma rumicispermum,(M.A.Lawson) Planch.,7293939,68494-1,
1698201,,Tetrastigma serrulatum,(Roxb.) Planch.,7293928,68497-1,
1788349,"Chestnut vine, Lizard plant, Giant Grape Ivy",Tetrastigma voinierianum,(Sallier) Pierre ex Gagnep.,7667617,870642-1,
1728670,,Teucrium quadrifarium,Buch.-Ham. ex D.Don,8957951,460661-1,
1564442,Sticky germander,Teucrium viscidum,Blume,7307951,460793-1,
1356039,"Turtle-grass, Thalassia, Species code: th",Thalassia hemprichii,(Ehrenb. ex Solms) Asch.,5329593,431946-1,LC
1363319,"Sickle-leaved cymodocea, Species code: tc",Thalassodendron ciliatum,(Forssk.) Hartog,5328510,871797-1,LC
1396733,"Arctic meadow-rue, Alpine meadow-rue, Dwarf meadow-rue, Arctic meadowrue, Dwarf meadowrue",Thalictrum alpinum,L.,3033134,714201-1,
1420316,"Chinese meadow-rue, Yunnan meadow rue",Thalictrum delavayi,Franch.,7278040,714372-1,
1664712,Asian meadow-rue,Thalictrum foliolosum,DC.,8317447,714441-1,
1664726,Pallid lotus-leaf meadow-rue,Thalictrum ichangense,Lecoy. ex Oliv.,3928537,714513-1,
1634989,,Thecopus secunda,(Ridl.) Seidenf.,2816399,914713-1,
1417384,Triangular fly orchid,Thelasis carinata,Blume,2815871,659968-1,
1635010,,Thelasis micrantha,(Brongn.) J.J.Sm.,2815866,659990-1,
1365702,,Thelepogon elegans,Roth,4126446,424158-1,
1722346,,Thelypteris acuminata,(Houtt.) C.V.Morton,5667155,17421260-1,
1790225,,Thelypteris aspera,(C.Presl) K.Iwats.,5666865,17456500-1,
1720705,Korean maiden fern,Thelypteris beddomei,(Baker) Ching,7160164,17421430-1,
1749694,Marsh fern,Thelypteris confluens,(Thunb.) C.V.Morton,6426452,17457280-1,LC
1401438,"Downy maiden fern, Mountain woodfern, Christella, Downy wood fern",Thelypteris dentata,(Forssk.) E.P.St.John,5275277,251308-2,
1720718,,Thelypteris heterocarpos,(Blume) Morton,10760986,17422270-1,
1400769,Roughhairy maiden fern,Thelypteris hispidula,(Decne.) C.F.Reed,5275235,17458750-1,
1720727,,Thelypteris immersa,(Blume) Ching,5666003,17458860-1,
1400771,"Willdenow's maiden fern, Hottentot fern, Spready tri-vein fern, Willdenow's fern",Thelypteris interrupta,(Willd.) K.Iwats.,5275319,17458930-1,
1400774,"Jeweled Maiden Fern, Jewelled maiden fern",Thelypteris opulenta,(Kaulf.) Fosberg,5275254,17460390-1,
1720771,Parasitic maiden fern,Thelypteris parasitica,(L.) Tardieu,7621509,1160951-2,
1778055,,Thelypteris simplex,(Hook.) K.Iwats.,5667191,17461730-1,
1720742,,Thelypteris subpubescens,(Blume) K.Iwats.,5666888,17462110-1,
1720726,,Thelypteris unita,(L.) Morton,5666488,17423900-1,
1655697,,Themeda arundinacea,(Roxb.) A.Camus,4126336,424167-1,
1655699,,Themeda caudata,(Nees ex Hook. & Arn.) A.Camus,4121144,424175-1,
1655703,,Themeda hookeri,(Griseb.) A.Camus,4126113,424191-1,
1408767,"Kangaroo grass, Habana grass, Grader grass, Habana oatgrass",Themeda quadrivalvis,(L.) Kuntze,2703469,424206-1,
1363409,"Red grass, Kangaroo grass, Red-oat, Red-oat grass, Red oatgrass, Anglegrass, Bluegrass",Themeda triandra,Forssk.,2703467,424213-1,
1655718,"Silky kangaroo grass, Lyon's grass, Greater tasselgrass",Themeda villosa,(Lam.) A.Camus,2703473,424216-1,
1377980,"Cocoa, Cacao, Chocolate Tree, Common cacao, Common cocoa, Cacao tree, Chocolate, Cokelat, Jackfruit, Coklat",Theobroma cacao,L.,3152205,320783-2,
1473245,,Theropogon pallidus,(Wall. ex Kunth) Maxim.,2770451,542170-1,
1408768,"Portia-Tree, Indian tuliptree, Pacific rosewood, Polynesian rosewood, Seaside Mahoe, Seychelles rosewood, Spanish cork, Bendytree, Cork-tree, Majagua, Milo, Porlia-tree, Tuliptree, Umbrella-tree, Tree hibiscus, Portia, Indian tulip tree, Portea oil-nut, Portea tree, గంగ రావి, Kukui, पारस पीपल, Algodão-da-praia",Thespesia populnea,(L.) Sol. ex Corrêa,3152795,564713-1,LC
1380763,Portia tree,Thespesia populneoides,(Roxb.) Kostel.,3936372,564714-1,
1485795,,Thismia mirabilis,K.Larsen,2756488,126829-1,
1399424,"Red-hailstone, Manchu tubergourd, Manchu tuber gourd, Manchurian Tubergourd, Golden creeper",Thladiantha dubia,Bunge,2874538,294067-1,
1778635,,Thomsonaria aronioides,(Rehder) Rushforth,10795258,77208681-1,
1778627,,Thomsonaria caloneura,(Stapf) Rushforth,10708377,77208688-1,
1635160,Centipede Thrixspermum,Thrixspermum centipeda,Lour.,2846723,660164-1,
1635226,,Thrixspermum merguense,(Hook.f.) Kuntze,2846739,660252-1,
1635234,,Thrixspermum pensile,Schltr.,2846732,660278-1,
