Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Scutellaria yunnanensis H.Lév,Thuẫn vân nam,Lào Cai (Sa Pa). Cây mọc tự nhiên,scutellaria-yunnaensis-levl.txt,,,Lamiaceae,7307981
Melia azedarach L,"Xoan, Sầu đông, Khổ luyện, Xoan trắng, Sầu đâu, Mạy riển (Tày)",Cây trồng khá phổ biến ở Việt Nam,melia-azedarach-l.txt,,,Meliaceae,5914287
Malvastrum coromandelinum (L.) Garcke – Malva coromandelina L,Hoàng manh,"Cây mọc tự nhiên nơi ẩm, rải rác khắp Việt Nam",malvastrum-coromandelinum-l-garcke.txt,,,Malvaceae,3152268
Pogostemon glaber Benth,"Tu hùng nhẵn, Hoắc hương nhẵn","Sơn La (Sông Mã). Cây mọc tự nhiên ở nơi sáng và ẩm trong rừng, ở độ cao trên 900 m",pogostemon-glaber-benth.txt,,,Lamiaceae,3900110
Artemisia japonica Thunb,"Ngải nhật, Mẫu cao, Co chả ao (Thái)","Lào Cai (Sa Pa), Lạng Sơn, Hoà Bình, Kon Tum, Lâm Đồng. Cây mọc tự nhiên ven rừng thưa trên núi đá granit, ở độ cao 300-1600 m",artemisia-japonica-thunb.txt,,,Asteraceae,3121058
"Alpinia galanga (L.) Willd. ( Maranta galanga L., Languas galanga (L.) Merr., Amomum medium Lour.)","Riềng nếp, Hồng đậu khấu, Sơn nại, Sơn khương tử",Cây trồng và mọc hoang ở nhiều nơi,alpinia-galanga-l-willd.txt,,Gừng – Zingiberaceae,,5302225
Indoroucheria griffthiana (Planch.) Hall.f.; Roucheria griffthianaPlanch,Vusa,"Bình Dương (Thủ Dầu Một), Đồng Nai (Biên Hoà), Thành phố Hồ Chí Minh. Cây mọc rải rác trong rừng, nơi ẩm.",indoroucheria-griffthiana-planch-hall-f.txt,,,Hugoniaceae,5833714
Lonicera hypoglauca Miq,Kim ngân mốc,"Bắc Kạn, Thái Nguyên, Phú Thọ, Hà Nội, Ninh Bình, Kon Tum. Cây mọc tự nhiên nơi ẩm ở ven rừng gần sông suối",lonicera-hypoglauca-miq.txt,,,Caprifoliaceae,7272715
Thunbergia eberhardtii Benoist,"Uy linh tiên, Cát đằng vàng",Cây mọc tự nhiên ở bìa rừng vùng núi cao ở Hoà Bình (Mai Hà),thunbergia-eberhardtii-benoist.txt,,,Acanthaceae,7791058
Habenaria ciliolaris (L.) Kraenzel,Hà biện lông,"Hải Phòng, Nghệ An, Hà Tây, Đắk Lắk. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 200-500 m",habenaria-ciliolaris-l-kraenzel.txt,,,Orchidaceae,2829531
Amomum biﬂorum Jack – Cardamomum biﬂorum (Jack) Kuntze; Amomum elettarioides Baker,"Riềng hai hoa, Sa nhân hồi","Lai Châu, Sơn La, Ninh Bình. Cỏ cao đến 1 m, mọc tự nhiên dưới tán rừng ẩm, núi đá vôi. Còn được trồng ở một số nơi",amomum-biflorum-jack.txt,,,Zingiberaceae,
Cissus repens Lam,"Dây chìa vôi, Bạch phấn đằng, Bạch liễm, Hồ đằng, Vét phông, Khau lích (Tày)","Cao Bằng, Lạng Sơn, Ninh Bình, Lâm Đồng, Ninh Thuận. Cây mọc tự nhiên ở nơi ẩm ven rừng, ven suối",cissus-repens-lam.txt,,Nho (Vitaceae),,3039164
Miscanthus floridulus (Labill.) Warb. ex Schum. et Lauterb,Lô sáng,"Quảng Bình, Quảng Trị, Thừa Thiên Huế, Khánh Hòa, Lâm Đồng. Cây mọc tự nhiên ở ven đồi, ven sông suối, ven đầm, hồ, rừng thưa",miscanthus-floridulus-labill-warb-ex-schum-et-lauterb.txt,,,Poaceae,2706022
Uncaria laevigata Wall. ex G. Don,"Câu đằng bóng, Vuốt bóng","Cao Bằng, Thái Nguyên, Hòa Bình, Ninh Bình, Nghệ An. Cây mọc tự nhiên rải rác ven rừng",uncaria-laevigata-wall-ex-g-don.txt,,Cà Phê (Rubiaceae),,5338199
Dischidia major (Vahl) Merr. – Collysis major Vahl,"Trái mỏ quạ, Mộc tiền bầu, Mộc tiền to",Cây mọc tự nhiên trong rừng thưa ở các tỉnh phía Nam nước ta.,dischidia-major-vahl-merr.txt,,,Asclepiadaceae,3582258
"Alpinia malaccensis (Burm. f.) Rosc. ( Maranta malaccensis Burm. f., Languas malaccensis (Burm. f.) Merr., Catimbium malaccense (Burm. f.) Holtt.)","Riềng malacca, Mắc ca lông, Đậu khấu nam","Hà Giang, Cao Bằng, Lạng Sơn, Hà Nội (Ba Vì), Bà Rịa-Vũng Tàu",alpinia-malaccensis-burm-f-rosc.txt,,Gừng – Zingiberaceae,,5302216
Combretum sundaicum Miq,Sơn đa,"Kon Tum. Cây mọc tự nhiên, rải rác ven rừng, ở độ cao khoảng 250 m.",combretum-sundaicum-miq.txt,,,Combretaceae,3699706
Rhodamnia maideniana C. T. Weite,Sim rừng nhẵn,"Quảng Nam, Đà Nẵng, Thanh Hóa, Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên trong rừng thứ sinh",rhodamnia-maideniana-c-t-weite.txt,,,Myrtaceae,3185980
Betula luminifera H.J.P.Winkl,Co lim,Cây mọc tự nhiên ở nhiều nơi,betula-luminifera-h-j-p-winkl.txt,,Cáng lò – Betulaceae,,5332182
Impatiens claviger Hook.f,Móng tai chìa,Cây mọc tự nhiên,impatiens-claviger-hook-f.txt,,,Balsaminaceae,7309696
Guettarda speciosa L,Lâm bòng,"Khánh Hòa, Bà Rịa Vũng Tàu, Kiên Giang. Cây mọc tự nhiên rải rác ở vùng cát ven biển",guettarda-speciosa-l.txt,,,Rubiaceae,2894828
Lindera aggregata (Sims) Kosterm. – Laurus aggregata Sims,"Ô dược, Dầu đắng, Sim rừng, Ô dước","Thừa Thiên Huế, Tây Nguyên. Cây mọc tự nhiên rải rác trong rừng thứ sinh, ở độ cao 200-1000 m",lindera-aggregata-sims-kosterm.txt,,,Lauraceae,7304587
Manglietia insignis (Wall.) Blume,Giổi đá,"Lai Châu (Tả Phình), Lào Cai (SaPa)",manglietia-insignis-wall-blume.txt,,Mộc lan – Magnoliaceae,,3153629
Trachyspermum roxburghianum (DC.) H. Wolff – Ptychotis roxburghiana DC,Khồm,"Cây trồng và mọc tự nhiên ở Lạng Sơn, Cao Bằng, Quảng Trị",trachyspermum-roxburghianum-dc-h-wolff.txt,,,Apiaceae,11442972
Muehlenbeckia platyclada (F.Muell. ex Hook.) Meisn,"Vương long tu, Lân bách, Trúc bách, Trúc tiết","Nam Định, Ninh Bình. Cây mọc tự nhiên ở rừng thưa, rừng còi ven biển",muehlenbeckia-platyclada-f-muell-ex-hook-meisn.txt,,,Polygonaceae,8160440
Elsholtzia rugulosa Hemsl,Kinh giới nhăn,"Lào Cai, Hà Giang. Cây mọc tự nhiên ở vùng núi cao từ 1.300 – 2.800m",elsholtzia-rugulosa-hemsl.txt,,,Lamiaceae,3899997
Bidens bipinnata L,"Cúc áo, Vạn thọ tây, Cỏ the, Nụ áo vàng, ích lép (Bana), Mạy nẩu slửa (Tày)","Sơn La, Lạng Sơn, Lâm Đồng. Cây mọc tự nhiên trên các trảng cỏ, ở độ cao 200-1500 m",bidens-bipinnata-l.txt,,Cúc (Asteraceae),,5389402
Torenia concolor Lindl,Tô liên cùng màu,"Vĩnh Phú, Nghệ An. Cây mọc tự nhiên nơi ẩm ven rừng, ven đường, bãi hoang, ở độ cao 300-1.800 m.",orenia-concolor-lindl.txt,,,Scrophulariaceae,7331731
Ficus glaberrima Blume,"Đa nhẵn, Đa rễ, Sung rễ","Hà Nội, Hòa Bình, Đồng Nai, Kiên Giang. Cây mọc tự nhiên rải rác trong rừng thường xanh hay rừng rụng lá, nơi sáng",ficus-glaberrima-blume.txt,,,Họ Dâu tằm (Moraceae),7733052
Artemisia vulgaris L,"Ngải cứu , Cây thuốc cứu, Ngải diệp, Quả sú (Hmông ), Nhả ngải (Tày), Ngỏi (Dao)","Cây mọc tự nhiên ở khắp nơi, từ miền núi trung du, đồng bằng từ Bắc Bộ đến Nam Bộ. Còn được trồng",artemisia-vulgaris-l.txt,,,Asteraceae,3120946
Tacca plantaginea (Hance) Drenth – Schizocapsa plantaginea Hance,"Hồi đầu thảo , Cỏ vùi đầu, Củ điền thất, Vạn bốc, Vùi sầu, Bơ pỉa mển (Thái), Mằn tảo láy, Hổi thẩu (Tày), Thủy điền thất","Cao Bằng, Lạng Sơn, Hòa Bình, Ninh Bình, Thanh Hóa, Nghệ An, Thừa Thiên Huế (Nam Đông). Cây mọc tự nhiên gần nước dọc các suối vùng núi",tacca-plantaginea-hance-drenth.txt,,,Taccaceae,2755849
Polygala karensium Kurz,Ba kích lùn,"Kon Tum (Đắk Glei), Khánh Hòa (Nha Trang). Cây mọc tự nhiên rải rác trong rừng, ở độ cao tới 1.500 m",polygala-karensium-kurz.txt,,,Polygalaceae,7293419
Asplenium polyodon G. Forst. – A. falcatum Lam,"Ráng phẳng, Tổ điểu nhiều răng","Quảng Nam, Đà Nẵng, Khánh Hoà, Côn Đảo. Cây mọc tự nhiên bám trên thân cây gỗ trong rừng.",asplenium-polyodon-g-forst.txt,,,Aspleniaceae,2650600
Chloranthus japonicus Sieb,"Sói nhật, Hom sam mường (Thái), Kim túc lan, Tứ khôi ngoã","Vĩnh Phúc (Tam Đảo), Kon Tum (Măng Giang), Gia Lai, Lâm Đồng (Đà Lạt). Cây mọc tự nhiên trong rừng thường xanh",chloranthus-japonicus-sieb.txt,,,Chloranthaceae,3750475
Drynaria bonii H. Christ,"Tắc kè đá, Cốt toái bổ","Rất rộng. Lào Cai, Cao Bằng, Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên, thường bám trên đá, chủ yếu đá vôi, đôi khi trên cây gỗ trong rừng rậm thường xanh, nửa rụng lá và rụng lá",drynaria-bonii-h-christ.txt,,,Polypodiaceae,4025506
Canthium parvifolium Roxb. – Canthium horridum Benth,"Găng cơm, Găng lá nhỏ, Cẩm xà lặc, Găng cốm, Găng hoa nhỏ, Căng cườm, Nam càng","Quảng Trị, Thừa Thiên Huế, Quảng Nam, Đà Nẵng, Khánh Hòa, Đồng Nai. Cây mọc tự nhiên ở ven rừng, bãi hoang, thường dựa biển",canthium-parvifolium-roxb.txt,,,Rubiaceae,2917463
Indigofera galegoides DC,"Xà chàm, Chàm phụng, Chàm lá nhỏ, Chàm dại","Từ Cao Bằng, Lạng Sơn tới Đồng Nai, An Giang. Cây mọc tự nhiên trong các rừng thưa, đất trống",indigofera-galegoides-dc.txt,,,Fabaceae,2971494
Osmunda cinnamomea L,Tử ky hai dạng lá; Ráng ất minh quế,"Khá hẹp, chỉ mới gặp ở một số vùng núi thấp của Điện Biên (Điện Biên), Yên Bái (Phù Yên), Gia Lai (M ang Yang) và Lâm Đồng (Đà Lạt, núi Lang Bian, núi Bì Đúp).",osmunda-cinnamomea-l.txt,,Ráng ất minh – Osmundaceae,,7319895
Maesa montana A. DC,"Đơn núi, Hoàng dược, Hoàng dược tử","Lai Châu, Lào Cai, Sơn La, Hà Giang, Hà Nội (Ba Vì), Kon Tum, Gia Lai. Cây mọc tự nhiên trong rừng hỗn giao, ở độ cao 600-2000 m",maesa-montana-a-dc.txt,,,Myrsinaceae,7330858
Actephila albidula Gagnep,Háo duyên tái,"Bà Rịa Vũng Tàu. Cây mọc tự nhiên trên đất cuội kết, ở độ cao dưới 100 m. Loài đặc hữu của Việt Nam.",actephila-albidula-gagnep.txt,,,Euphorbiaceae,3079949
Elaeocarpus petiolatus (Jack) Wall,Côm có cuống dài,Từ Lào Cai đến Phú Quốc. Cây mọc tự nhiên trong rừng thưa,elaeocarpus-petiolatus-jack-wall.txt,,,Họ Côm (Elaeocarpaceae),7851195
Clausena harmandiana (Pierre) Pierre ex Guilaum. – Glycosmis harmandiana Pierre,Giối harmand,"Vĩnh Phúc (Tam Đảo), Hoà Bình, Thừa Thiên Huế",clausena-harmandiana-pierre-pierre-ex-guilaum.txt,,,Rutaceae,3836925
Ostryopsis davidiana Decne,Dầu nóng,"Tây Nguyên. Cây mọc tự nhiên vùng núi cao, ở độ cao 2200 m",ostryopsis-davidiana-decne.txt,,Cáng lò (Betulaceae),,2876094
Catharanthus roseus (L.) G. Don – Vinca rosea L,Dừa cạn,"Than Hoá, Nghệ An, Hà Tĩnh, Thừa Thiên Huế, Khánh Hoà. Cây mọc tự nhiên bãi cát ven biển",catharanthus-roseus-l-g-don.txt,,Trúc Đào (Apocynaceae),,3169830
Pycnospora lutescens (Poir.) Schindl. – Hedysarum lutescens Poir,"Quần châu, Đậu nhiều hạt","Hà Giang, Tuyên Quang, Lâm Đồng. Cây mọc tự nhiên nơi ẩm, lầy dựa đường, ở độ cao tới 2000 m.",pycnospora-lutescens-poir-schindl.txt,,,Fabaceae,2984241
Pometia pinnata Forst. & Forst.f,"Trường mật, Trường, Bầu mít","Lạng Sơn, Sơn La, Tuyên Quang. Cây mọc tự nhiên trong rừng nửa rụng lá, nơi ẩm nhưng thoát nước như chân núi đá vôi",pometia-pinnata-forst-forst-f.txt,,,Sapindaceae,5577338
Bambusa textilis Mc Clure,Tre sợi,Bắc Bộ Việt Nam. Cây mọc tự nhiên.,bambusa-textilis-mc-clure.txt,,,Poaceae,2705761
Ventilago leiocarpa Benth,"Dây cốt khí, Thanh cân đằng, Dực hạch quả","Thái Nguyên, Hoà Bình, Quảng Trị. Cây mọc rải rác trong rừng thứ sinh, trên các trảng cây bụi",ventilago-leiocarpa-benth.txt,,,Họ Táo ta (Rhamnaceae),7274033
Taxillus parasitica (L.) Ban – Scurrula parasitica L,"Tang ký sinh, Tầm gửi chùy","Lao Cai, Quảng Ninh. Cây bụi, ban ký sinh trên dâu và các cây thân gỗ, ở mọi độ cao tới 1500 m.",taxillus-parasitica-l-ban.txt,,,Loranthaceae,7287927
Maclura fruticosa (Roxb.) Corn. – Batis fruticosa Roxb,"Mỏ quạ bụi, Vàng lồ bụi, Thóc ma","Lạng Sơn, Bắc Giang. Cây mọc tự nhiên vùng núi đá vôi",maclura-fruticosa-roxb-corn.txt,,,Moraceae,3764318
Polygonum persicaria L,Nghể bun,"Lạng Sơn (Mẫu Sơn), Nam Bộ. Cây mọc tự nhiên nơi ẩm ven rừng, ven suối, bờ mương rạch, ao hồ, ruộng hoang",polygonum-persicaria-l.txt,,,Polygonaceae,6391194
Prunella vulgaris L,Hạ khô thảo,"Lào Cai (Sa Pa, Bắc Hà), Hà Giang (Đồng Văn, Quản Bạ), Vĩnh Phú (Tam Đảo). Cây mọc tự nhiên ở nơi sáng và ẩm, ở độ cao trên 600 m",prunella-vulgaris-l.txt,,,Lamiaceae,5341297
Clematis chinensis Osbeck – C. sinensis Lour,"Dây mộc thông, Dây ruột gà","Cao Bằng, Ninh Bình, Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên rải rác trong rừng thứ sinh, trên các savan, lùm bụi, ở độ cao dưới 300m",clematis-chinensis-retz-c-sinensis-lour.txt,,,Họ Mao lương (Ranunculaceae),7474713
Leucas ciliata Benth,Bạch thiệt lông,"Lào Cai (Sa Pa), Hà Giang (Đồng Văn). Cây mọc tự nhiên ở độ cao 500-2000m",leucas-ciliata-benth-in-wall.txt,,Hoa môi (Lamiaceae),,7307251
Bischofia javanica Blume,"Nhội , Trọng dương mộc, Xích mộc, Quả cơm nguội, Bích hợp, Mạy phát (Tày), Bi puông điặng (Dao)","Cây mọc tự nhiên, còn được trồng trong các Thành phố",bischofia-javanica-blume.txt,,,Euphorbiaceae,5383085
Rubus multibracteatus Le’vl. et Vant,"Ngấy nhiều lá bắc, Re sum","Lào Cai, Kon Tum. Cây mọc tự nhiên rải rác ven rừng, ở độ cao 600-2.000 m",rubus-multibracteatus-levl-et-vant.txt,,,Rosaceae,2998645
Dendrobium crumenatum Sw,Tuyết mai,"Lào Cai (Bát Xát, Sa Pa) và các tỉnh Tây Nguyên. Cây mọc tự nhiên, bám trên cây gỗ lớn trong rừng, ở độ cao 100-1.300 m.",dendrobium-crumenatum-sw.txt,,,Orchidaceae,5316744
Embelia scandens (Lour.) Mez – Calispermum scandens Lour,Rè leo,"Lào Cai, Sơn La, Hà Nội, Ninh Bình, Khánh Hòa, Đắk Lắk, Ninh Thuận. Cây mọc tự nhiên trong rừng hỗn giao, ở độ cao 200-900 m",embelia-scandens-lour-mez-calispermum-scandens-lour.txt,,,Myrsinaceae,3719802
Polygala fallax Hemsl. – Polygala aureocauda Dunn,"Bổ béo tía, Thiết đả sở, Viễn chí bắc bộ, Bạch mã thai, Hoàng hoa sâm, Thì tà xu (Hmông), Kê tử thụ","Lào Cai, Hà Giang, Tuyên Quang, Thái Nguyên, Vĩnh Phúc. Cây mọc tự nhiên rải rác trong rừng thưa, ở độ cao 1.200-1.500 m",polygala-aureocauda-dunn.txt,,Viễn chí (Polygalaceae),,
Calamus salicifolius Becc,"Mây tất, Mây lá liễu",Cây mọc phổ biến ở các rừng thưa Nam bộ,calamus-salicifolius-becc.txt,,,Arecaceae,5294393
Trapa natans L. var. pumila Nakno,Củ ấu nước,"Hà Nội, Quảng Trị, Thừa Thiên Huế, Quảng Nam.",trapa-natans-l-var-pumila-nakno.txt,,,Ấu (Trapaceae),3188757
Livistona saribus (Lour.) Merr. ex A. Chev. – L. cochinchinensis (Blume) Mart,"Cọ, Kè đỏ, Mật cật, Lá gồi, Cọ khuông",Cây trồng vùng trung duPhú Thọ và Tuyên Quang,livistona-saribus-lour-merr-ex-a-chev.txt,,,Họ Cau dừa (Arecaceae),2733400
Carex phacota Spreng,"Kiết gié dài, Cói túi gié dài","Bắc Giang, Hoà Bình, Ninh Bình. Cây mọc tự nhiên ở vùng núi, trong rừng, ở độ cao tới 700 m",carex-phacota-spreng.txt,,,Cyperaceae,2729549
Dalbergia candenatensis (Dennst.) Prain – Cassia candentensis Dennst,"Me nước, Trắc một hột, Dây cổ rùa","Quảng Nam, Đà Nẵng, Phú Quốc. Cây mọc tự nhiên trong rừng ngập mặn và rừng chịu ảnh hưởng của thủy triều, cũng gặp trong rừng núi đất",dalbergia-candenatensis-dennst-prain.txt,,,Fabaceae,2968466
Elaeocarpus angustifolius Blume,Côm lá hẹp,"Hải Dương (Hoàng Hoa Thám – Chí Linh). Cây mọc tự nhiên dựa nước vùng núi, ở độ cao dưới 800 m",elaeocarpus-angustifolius-blume.txt,,,Họ Côm (Elaeocarpaceae),7426040
Garcinia nigrolineata Planch. ex T. Anderson,Bứa lằn đen,Miền Trung. Cây mọc tự nhiên.,garcinia-nigrolineata-planch-ex-t-and.txt,,,Clusiaceae,3713521
Ixeris debilis A. Gray,"Cúc đắng, Thảo cúc lá thìa","Lai Châu, Sơn La, Hà Giang. Cây mọc tự nhiên ở bờ nương ẩm, ở độ cao 600-1800 m",ixeris-debilis-a-gray.txt,,Cúc (Asteraceae),,3115579
Rumex acetosella L,"Chút chít chua, Toan thảo, Bó xôi","Lào Cai (Sa Pa), Lâm Đồng (Đà Lạt). Cây mọc tự nhiên dọc đường đi, còn được trồng làm rau ăn sống",rumex-acetosella-l.txt,,,Polygonaceae,2888995
Ixora cocinea L. – Ixora montana Lour,"Đơn đỏ, Mẫu đơn, Bông trang đỏ, Trang son","Cây mọc tự nhiên trên đồi cây bụi, trên đất nghèo khá phổ biến ở Việt Nam",ixora-cocinea-l.txt,,,Rubiaceae,8793122
Swertia pulchella Buch.-Ham. ex D. Don – S. angustifolia var. pulchella Buch.-Ham. ex D. Don,"Hoạt đẹp, Rau răng hoẵng đẹp","Cây mọc tự nhiên ở Lạc Dương, Langbian, Bảo Lộc, Lâm Đồng",swertia-puchella-d-don-buch-ham-ex-d-don.txt,,,Gentianaceae,5596405
Inula cappa (Buch.-Ham. ex D. Don) DC. – Conyza cappa Buch.-Ham. ex D.Don,Cúc hoa xoắn,"Lào Cai, Lai Châu, Sơn La (Mường La, Thuận Châu, Sông Mã), Cao Bằng, Lạng Sơn, Lâm Đồng, Gia Lai. Cây mọc tự nhiên trên các trảng cỏ, ở độ cao 400-1500 m",inula-cappa-buch-ham-ex-d-don-dc.txt,,,Họ Cúc (Asteraceae),8661547
Baccaurea ramiflora Lour,"Giâu gia, Mạy fầy (Tày)","Cây mọc tự nhiên dưới tán rừng dọc theo khe suối, trên đất laterit, ở độ cao 100-1.300 m, phổ biến ở khắp Việt Nam. Còn được trồng để lấy quả ăn",baccaurea-ramiflora-lour.txt,,,Euphorbiaceae,3082142
Ficus hirta Vahl var. roxburghii (Miq.) King,"Vú bò lông, Ngoã khỉ, Ngái khỉ","Bắc Giang, Sơn La, Hoà Bình. Cây mọc tự nhiên ở rừng thứ sinh và trong các trảng ẩm, lầy",ficus-hirta-vahl-var-roxburghii-miq-king.txt,,,Moraceae,8715736
Polyalthia cerasoides (Roxb.) Bedd,"Nhọc, Nóc, Ran, Quần đầu quả tròn","Lạng Sơn (Hữu Lũng), Nghệ An (Vinh), Thừa Thiên-Huế, Khánh Hòa. Cây mọc tự nhiên rải rác trong rừng, ven rừng, ở độ cao dưới 700 m",polyalthia-cerasoides-roxb-bedd.txt,,,Annonaceae,7891136
Schefﬂera hoi (Dunn) R. Vig. var. fantsipanensis (Bui) C.B.Shang. – S. fantsipanensis Bui,"Chân chim phansipan, Có tang quặt (Thái)","Lào Cai (Sa PaPhansipan), Nghệ An (Quế Phong). Cây mọc tự nhiên rải rác trong rừng ở độ cao 1500 – 2500m",schefﬂera-hoi-dunn-r-vig-var-fantsipanensis-bui-c-b-shang.txt,,,Araliaceae,
Manglietia duclouxii Finet & Gagnep,Mơ hoa đỏ,"Lào Cai (Sa Pa), Kon Tum (Đắk Glei, Ngọc Linh), Lâm Đồng (Đà Lạt)",manglietia-duclouxii-finet-gagnep.txt,,Ngọc lan – Magnoliaceae,,3152920
Balanophora abbreviata Blume,Dương đài ngắn,"Ninh Bình (Cúc Phương), Quảng Nam (Tây Giang). Cây ký sinh trên rễ, rải rác trong rừng nguyên sinh",balanophora-abbreviata-blume.txt,,,Balanophoraceae,4195229
Tetrastigma planicaule (Hook. f.) Gagnep. – Vitis planicaulis Hook.f.-,Dây quai ba lô,"Lào Cai, Quảng Ninh, Quảng Trị. Cây mọc rải rác trong rừng rậm",tetrastigma-planicaule-hook-f-gagnep-vitis-planicaulis-hook-f.txt,,,Họ Nho (Vitaceae),5659275
Amomum xanthioides Wall. – A. villosum var. xanthioides (Wall. et Baker) T.L. Wu & S.J. Chen,"Sa nhân ké, Sa nhân mật, Co néng (Tày), Co nẻng (Thái)",Mọc tự nhiên và được trồng ở Miền Bắc và Miền Trung Việt Nam,amomum-xanthioides-wall.txt,,,Zingiberaceae,8093158
Aristolochia dongnaiensis Pierre ex Lecomte,Sơn địch đồng nai,Đồng Nai (Biên Hoà). Cây mọc tự nhiên rải rác trong rừng thưa.,aristolochia-dongnaiensis-pierre-ex-lecomte.txt,,,Aristolochiaceae,3589676
Periploca calophylla (Wight) Falc. – Streptocaulon calophyllum Wight,"Thanh xà, Chu đằng lá đẹp",Lào Cai Sa Pa. Dây leo mọc tự nhiên ở ven rừng vùng núi cao,periploca-calophylla-wight-falc.txt,,,Asclepiadaceae,6022628
Tetrameles nudiflora R. Br,"Thung, Đăng, Búng","Bắc Cạn, Cao Bằng, Lạng Sơn, Hoà Bình. Cây mọc tự nhiên trong rừng thường xanh hay rụng lá, ở độ cao dưới 800 m",tetrameles-nudiflora-r-br-in-benn.txt,,,Datiscaceae,4205817
Adenosma caeruleum R. Br. – Adenosma glutinosum (L.) Druce var. caeruleum (R. Br.) Tsoong,Nhân trần,"Cây mọc tự nhiên, phổ biến ở vùng rừng trung du và vùng núi thấp của nước ta",adenosma-caeruleum-r-br.txt,,Hoa mõm chó (Scrophulariaceae),,8081748
Symplocos lancifolia Sieb. et Zucc,Dung lá thon,"Cao Bằng, Lạng Sơn, Quảng Ninh. Cây mọc tự nhiên trên đồi cây thưa, ở độ cao 200-2.000 m",symplocos-lancifolia-sieb-et-zucc.txt,,Dung (Symplocaceae),,7318867
Gmelina arborea Roxb,"Lõi thọ, Tu hú gỗ","Sơn La (Sông Mã, Mộc Châu), Quảng Bình. Cây mọc tự nhiên, rải rác trong rừng thứ sinh, ở độ cao 100-1.000 m",gmelina-arborea-roxb.txt,,,Verbenaceae,5341167
Ficus drupacea Thunb,"Đa hạch, Song hạch, Đa lông","Hoà Bình, Hà Nội, Hà Nam, Quảng Trị, Bình Dương, Bà Rịa Vũng Tàu, Kiên Giang. Cây mọc tự nhiên, rải rác ven rừng, dọc bờ sông suối; còn được trồng.",ficus-drupacea-thunb.txt,,,Họ Dâu tằm (Moraceae),5361914
Aquilaria sinensis (Lour.) Spreng. – Ophispermum sinensis Lour,"Bạch mộc hương, Thổ trầm hương, Trầm giả","Tuyên Quang, Sơn La. Cây mọc tự nhiên trong rừng rậm thường xanh.",aquilaria-sinensis-lour-gilg.txt,,,Thymelaeaceae,5523984
Sanicula orthacantha Morre,Sanh cần gai ngay,"Lào Cai (Sa Pa), Sơn La (Mộc Châu). Cây mọc tự nhiên, rải rác trong rừng, nơi ẩm và sáng",sanicula-orthacantha-morre.txt,,,Apiaceae,6027090
Ampelocissus arachnoidea Planch,"Hổ nho nhện, Nho rừng","Khánh Hòa, Ninh Thuận, Kiên Giang. Cây mọc tự nhiên ở ven rừng",ampelocissus-arachnoidea-planch-in-dc.txt,,,Vitaceae,4054310
Allium odorum L. – Allium tuberosum Roxb,Hẹ,Cây trồng,allium-odorum-l.txt,,,Alliaceae,9067948
Cannabis sativa L,"Gai mèo, Gai dầu , Đại ma, Kham sua (Tày), Co phai meo (Thái), Lanh mèo",Cây trồng ở các tỉnh miền núi phía Bắc nước ta,cannabis-sativa.txt,,,Canabaceae,5361880
Artemisia carvifolia Buch.-Ham. ex Roxb. – A. apiacea Hance,Thanh cao ngô,"Lạng Sơn, Hà Nội, Hòa Bình, Hưng Yên, Thái Bình, Nam Định, Ninh Bình. Cây mọc tự nhiên ở bãi sông và bờ ruộng, còn được trồng",artemisia-carvifolia-buch.txt,,,Asteraceae,4230571
Bauhinia touranensis Gagnep,"Móng bò đà nẵng, Làu máu, Móng bò hoa chanh","Lai Châu, Lào Cai (Sa Pa, Bát Xát), Hà Giang, Đà Nẵng, Lâm Đồng. Cây mọc tự nhiên ở lùm bụi ven đường, ven rừng, trảng cây bụi",bauhinia-touranensis-gagnep.txt,,,Caesalpiniaceae,10803209
Hemigraphis glaucescens C. B. Clarke,Bán tự mốc,Nam Bộ Việt Nam,hemigraphis-glaucescens-c-b-clarke.txt,,Ô rô – Acanthaceae,,3780730
Cleistanthus sumatranus (Miq.) Muell.-Arg. – Leiopyxis sumatrana Miq,"Song de, Ma ranh","Từ Lạng Sơn đến Kiên Giang. Cây chịu bóng, mọc tự nhiên dưới tán rừng thường xanh, trên đất đá vôi, ở độ cao 100-700 m.",cleistanthus-sumatranus-miq-muell-arg.txt,,,Euphorbiaceae,3081665
Petunia hybrida Hort. ex Vilmor,Dã yên,Lao Cai (Sa Pa). Cây nhập trồng,petunia-hybrida-hort-ex-vilmor.txt,,,Họ Cà (Solanaceae),2928859
Brucea mollis Wall. ex Kurz,"Cây cứt chuột, Co đi mi (Thái), Cây răng dẻ, Sầu đâu rừng, Khổ sâm mềm","Lạng Sơn, Cao Bằng, Lao Cai, Kon Tum, Lâm Đồng. Cây mọc tự nhiên, rải rác trong rừng, ở độ cao 1.200-1.700 m",brucea-mollis-wall-ex-kurz.txt,,,Simarubaceae,7384826
